n,live_before,absorbed,merged,live_after
153560000,2,0,0,2
153580000,2,0,0,2
153600000,2,0,0,2
153620000,2,0,0,2
153640000,2,0,0,2
153660000,2,0,0,2
153680000,2,0,0,2
153700000,2,0,0,2
153720000,2,0,0,2
153740000,2,0,0,2
153760000,2,0,0,2
153780000,2,0,0,2
153800000,2,0,0,2
153820000,2,0,0,2
153840000,2,0,0,2
153860000,2,0,0,2
153880000,2,0,0,2
153900000,2,0,0,2
153920000,2,0,0,2
153940000,2,0,0,2
153960000,2,0,0,2
153980000,2,0,0,2
154000000,2,0,0,2
154020000,2,0,0,2
154040000,2,0,0,2
154060000,2,0,0,2
154080000,2,0,0,2
154100000,2,0,0,2
154120000,2,0,0,2
154140000,2,0,0,2
154160000,2,0,0,2
154180000,2,0,0,2
154200000,2,0,0,2
154220000,2,0,0,2
154240000,2,0,0,2
154260000,2,0,0,2
154280000,2,0,0,2
154300000,2,0,0,2
154320000,2,0,0,2
154340000,2,0,0,2
154360000,2,0,0,2
154380000,2,0,0,2
154400000,2,0,0,2
154420000,2,0,0,2
154440000,2,0,0,2
154460000,2,0,0,2
154480000,2,0,0,2
154500000,2,0,0,2
154520000,2,0,0,2
154540000,2,0,0,2
154560000,2,0,0,2
154580000,2,0,0,2
154600000,2,0,0,2
154620000,2,0,0,2
154640000,2,0,0,2
154660000,2,0,0,2
154680000,2,0,0,2
154700000,2,0,0,2
154720000,2,0,0,2
154740000,2,0,0,2
154760000,2,0,0,2
154780000,2,0,0,2
154800000,2,0,0,2
154820000,2,0,0,2
154840000,2,0,0,2
154860000,2,0,0,2
154880000,2,0,0,2
154900000,2,0,0,2
154920000,2,0,0,2
154940000,2,0,0,2
154960000,2,0,0,2
154980000,2,0,0,2
155000000,2,0,0,2
155020000,2,0,0,2
155040000,2,0,0,2
155060000,2,0,0,2
155080000,2,0,0,2
155100000,2,0,0,2
155120000,2,0,0,2
155140000,2,0,0,2
155160000,2,0,0,2
155180000,2,0,0,2
155200000,2,0,0,2
155220000,2,0,0,2
155240000,2,0,0,2
155260000,2,0,0,2
155280000,2,0,0,2
155300000,2,0,0,2
155320000,2,0,0,2
155340000,2,0,0,2
155360000,2,0,0,2
155380000,2,0,0,2
155400000,2,0,0,2
155420000,2,0,0,2
155440000,2,0,0,2
155460000,2,0,0,2
155480000,2,0,0,2
155500000,2,0,0,2
155520000,2,0,0,2
155540000,2,0,0,2
155560000,2,0,0,2
155580000,2,0,0,2
155600000,2,0,0,2
155620000,2,0,0,2
155640000,2,0,0,2
155660000,2,0,0,2
155680000,2,0,0,2
155700000,2,0,0,2
155720000,2,0,0,2
155740000,2,0,0,2
155760000,2,0,0,2
155780000,2,0,0,2
155800000,2,0,0,2
155820000,2,0,0,2
155840000,2,0,0,2
155860000,2,0,0,2
155880000,2,0,0,2
155900000,2,0,0,2
155920000,2,0,0,2
155940000,2,0,0,2
155960000,2,0,0,2
155980000,2,0,0,2
156000000,2,0,0,2
156020000,2,0,0,2
156040000,2,0,0,2
156060000,2,0,0,2
156080000,2,0,0,2
156100000,2,0,0,2
156120000,2,0,0,2
156140000,2,0,0,2
156160000,2,0,0,2
156180000,2,0,0,2
156200000,2,0,0,2
156220000,2,0,0,2
156240000,2,0,0,2
156260000,2,0,0,2
156280000,2,0,0,2
156300000,2,0,0,2
156320000,2,0,0,2
156340000,2,0,0,2
156360000,2,0,0,2
156380000,2,0,0,2
156400000,2,0,0,2
156420000,2,0,0,2
156440000,2,0,0,2
156460000,2,0,0,2
156480000,2,0,0,2
156500000,2,0,0,2
156520000,2,0,0,2
156540000,2,0,0,2
156560000,2,0,0,2
156580000,2,0,0,2
156600000,2,0,0,2
156620000,2,0,0,2
156640000,2,0,0,2
156660000,2,0,0,2
156680000,2,0,0,2
156700000,2,0,0,2
156720000,2,0,0,2
156740000,2,0,0,2
156760000,2,0,0,2
156780000,2,0,0,2
156800000,2,0,0,2
156820000,2,0,0,2
156840000,2,0,0,2
156860000,2,0,0,2
156880000,2,0,0,2
156900000,2,0,0,2
156920000,2,0,0,2
156940000,2,0,0,2
156960000,2,0,0,2
156980000,2,0,0,2
157000000,2,0,0,2
157020000,2,0,0,2
157040000,2,0,0,2
157060000,2,0,0,2
157080000,2,0,0,2
157100000,2,0,0,2
157120000,2,0,0,2
157140000,2,0,0,2
157160000,2,0,0,2
157180000,2,0,0,2
157200000,2,0,0,2
157220000,2,0,0,2
157240000,2,0,0,2
157260000,2,0,0,2
157280000,2,0,0,2
157300000,2,0,0,2
157320000,2,0,0,2
157340000,2,0,0,2
157360000,2,0,0,2
157380000,2,0,0,2
157400000,2,0,0,2
157420000,2,0,0,2
157440000,2,0,0,2
157460000,2,0,0,2
157480000,2,0,0,2
157500000,2,0,0,2
157520000,2,0,0,2
157540000,2,0,0,2
157560000,2,0,0,2
157580000,2,0,0,2
157600000,2,0,0,2
157620000,2,0,0,2
157640000,2,0,0,2
157660000,2,0,0,2
157680000,2,0,0,2
157700000,2,0,0,2
157720000,2,0,0,2
157740000,2,0,0,2
157760000,2,0,0,2
157780000,2,0,0,2
157800000,2,0,0,2
157820000,2,0,0,2
157840000,2,0,0,2
157860000,2,0,0,2
157880000,2,0,0,2
157900000,2,0,0,2
157920000,2,0,0,2
157940000,2,0,0,2
157960000,2,0,0,2
157980000,2,0,0,2
158000000,2,0,0,2
158020000,2,0,0,2
158040000,2,0,0,2
158060000,2,0,0,2
158080000,2,0,0,2
158100000,2,0,0,2
158120000,2,0,0,2
158140000,2,0,0,2
158160000,2,0,0,2
158180000,2,0,0,2
158200000,2,0,0,2
158220000,2,0,0,2
158240000,2,0,0,2
158260000,2,0,0,2
158280000,2,0,0,2
158300000,2,0,0,2
158320000,2,0,0,2
158340000,2,0,0,2
158360000,2,0,0,2
158380000,2,0,0,2
158400000,2,0,0,2
158420000,2,0,0,2
158440000,2,0,0,2
158460000,2,0,0,2
158480000,2,0,0,2
158500000,2,0,0,2
158520000,2,0,0,2
158540000,2,0,0,2
158560000,2,0,0,2
158580000,2,0,0,2
158600000,2,0,0,2
158620000,2,0,0,2
158640000,2,0,0,2
158660000,2,0,0,2
158680000,2,0,0,2
158700000,2,0,0,2
158720000,2,0,0,2
158740000,2,0,0,2
158760000,2,0,0,2
158780000,2,0,0,2
158800000,2,0,0,2
158820000,2,0,0,2
158840000,2,0,0,2
158860000,2,0,0,2
158880000,2,0,0,2
158900000,2,0,0,2
158920000,2,0,0,2
158940000,2,0,0,2
158960000,2,0,0,2
158980000,2,0,0,2
159000000,2,0,0,2
159020000,2,0,0,2
159040000,2,0,0,2
159060000,2,0,0,2
159080000,2,0,0,2
159100000,2,0,0,2
159120000,2,0,0,2
159140000,2,0,0,2
159160000,2,0,0,2
159180000,2,0,0,2
159200000,2,0,0,2
159220000,2,0,0,2
159240000,2,0,0,2
159260000,2,0,0,2
159280000,2,0,0,2
159300000,2,0,0,2
159320000,2,0,0,2
159340000,2,0,0,2
159360000,2,0,0,2
159380000,2,0,0,2
159400000,2,0,0,2
159420000,2,0,0,2
159440000,2,0,0,2
159460000,2,0,0,2
159480000,2,0,0,2
159500000,2,0,0,2
159520000,2,0,0,2
159540000,2,0,0,2
159560000,2,0,0,2
159580000,2,0,0,2
159600000,2,0,0,2
159620000,2,0,0,2
159640000,2,0,0,2
159660000,2,0,0,2
159680000,2,0,0,2
159700000,2,0,0,2
159720000,2,0,0,2
159740000,2,0,0,2
159760000,2,0,0,2
159780000,2,0,0,2
159800000,2,0,0,2
159820000,2,0,0,2
159840000,2,0,0,2
159860000,2,0,0,2
159880000,2,0,0,2
159900000,2,0,0,2
159920000,2,0,0,2
159940000,2,0,0,2
159960000,2,0,0,2
159980000,2,0,0,2
160000000,2,0,0,2
160020000,2,0,0,2
160040000,2,0,0,2
160060000,2,0,0,2
160080000,2,0,0,2
160100000,2,0,0,2
160120000,2,0,0,2
160140000,2,0,0,2
160160000,2,0,0,2
160180000,2,0,0,2
160200000,2,0,0,2
160220000,2,0,0,2
160240000,2,0,0,2
160260000,2,0,0,2
160280000,2,0,0,2
160300000,2,0,0,2
160320000,2,0,0,2
160340000,2,0,0,2
160360000,2,0,0,2
160380000,2,0,0,2
160400000,2,0,0,2
160420000,2,0,0,2
160440000,2,0,0,2
160460000,2,0,0,2
160480000,2,0,0,2
160500000,2,0,0,2
160520000,2,0,0,2
160540000,2,0,0,2
160560000,2,0,0,2
160580000,2,0,0,2
160600000,2,0,0,2
160620000,2,0,0,2
160640000,2,0,0,2
160660000,2,0,0,2
160680000,2,0,0,2
160700000,2,0,0,2
160720000,2,0,0,2
160740000,2,0,0,2
160760000,2,0,0,2
160780000,2,0,0,2
160800000,2,0,0,2
160820000,2,0,0,2
160840000,2,0,0,2
160860000,2,0,0,2
160880000,2,0,0,2
160900000,2,0,0,2
160920000,2,0,0,2
160940000,2,0,0,2
160960000,2,0,0,2
160980000,2,0,0,2
161000000,2,0,0,2
161020000,2,0,0,2
161040000,2,0,0,2
161060000,2,0,0,2
161080000,2,0,0,2
161100000,2,0,0,2
161120000,2,0,0,2
161140000,2,0,0,2
161160000,2,0,0,2
161180000,2,0,0,2
161200000,2,0,0,2
161220000,2,0,0,2
161240000,2,0,0,2
161260000,2,0,0,2
161280000,2,0,0,2
161300000,2,0,0,2
161320000,2,0,0,2
161340000,2,0,0,2
161360000,2,0,0,2
161380000,2,0,0,2
161400000,2,0,0,2
161420000,2,0,0,2
161440000,2,0,0,2
161460000,2,0,0,2
161480000,2,0,0,2
161500000,2,0,0,2
161520000,2,0,0,2
161540000,2,0,0,2
161560000,2,0,0,2
161580000,2,0,0,2
161600000,2,0,0,2
161620000,2,0,0,2
161640000,2,0,0,2
161660000,2,0,0,2
161680000,2,0,0,2
161700000,2,0,0,2
161720000,2,0,0,2
161740000,2,0,0,2
161760000,2,0,0,2
161780000,2,0,0,2
161800000,2,0,0,2
161820000,2,0,0,2
161840000,2,0,0,2
161860000,2,0,0,2
161880000,2,0,0,2
161900000,2,0,0,2
161920000,2,0,0,2
161940000,2,0,0,2
161960000,2,0,0,2
161980000,2,0,0,2
162000000,2,0,0,2
162020000,2,0,0,2
162040000,2,0,0,2
162060000,2,0,0,2
162080000,2,0,0,2
162100000,2,0,0,2
162120000,2,0,0,2
162140000,2,0,0,2
162160000,2,0,0,2
162180000,2,0,0,2
162200000,2,0,0,2
162220000,2,0,0,2
162240000,2,0,0,2
162260000,2,0,0,2
162280000,2,0,0,2
162300000,2,0,0,2
162320000,2,0,0,2
162340000,2,0,0,2
162360000,2,0,0,2
162380000,2,0,0,2
162400000,2,0,0,2
162420000,2,0,0,2
162440000,2,0,0,2
162460000,2,0,0,2
162480000,2,0,0,2
162500000,2,0,0,2
162520000,2,0,0,2
162540000,2,0,0,2
162560000,2,0,0,2
162580000,2,0,0,2
162600000,2,0,0,2
162620000,2,0,0,2
162640000,2,0,0,2
162660000,2,0,0,2
162680000,2,0,0,2
162700000,2,0,0,2
162720000,2,0,0,2
162740000,2,0,0,2
162760000,2,0,0,2
162780000,2,0,0,2
162800000,2,0,0,2
162820000,2,0,0,2
162840000,2,0,0,2
162860000,2,0,0,2
162880000,2,0,0,2
162900000,2,0,0,2
162920000,2,0,0,2
162940000,2,0,0,2
162960000,2,0,0,2
162980000,2,0,0,2
163000000,2,0,0,2
163020000,2,0,0,2
163040000,2,0,0,2
163060000,2,0,0,2
163080000,2,0,0,2
163100000,2,0,0,2
163120000,2,0,0,2
163140000,2,0,0,2
163160000,2,0,0,2
163180000,2,0,0,2
163200000,2,0,0,2
163220000,2,0,0,2
163240000,2,0,0,2
163260000,2,0,0,2
163280000,2,0,0,2
163300000,2,0,0,2
163320000,2,0,0,2
163340000,2,0,0,2
163360000,2,0,0,2
163380000,2,0,0,2
163400000,2,0,0,2
163420000,2,0,0,2
163440000,2,0,0,2
163460000,2,0,0,2
163480000,2,0,0,2
163500000,2,0,0,2
163520000,2,0,0,2
163540000,2,0,0,2
163560000,2,0,0,2
163580000,2,0,0,2
163600000,2,0,0,2
163620000,2,0,0,2
163640000,2,0,0,2
163660000,2,0,0,2
163680000,2,0,0,2
163700000,2,0,0,2
163720000,2,0,0,2
163740000,2,0,0,2
163760000,2,0,0,2
163780000,2,0,0,2
163800000,2,0,0,2
163820000,2,0,0,2
163840000,2,0,0,2
163860000,2,0,0,2
163880000,2,0,0,2
163900000,2,0,0,2
163920000,2,0,0,2
163940000,2,0,0,2
163960000,2,0,0,2
163980000,2,0,0,2
164000000,2,0,0,2
164020000,2,0,0,2
164040000,2,0,0,2
164060000,2,0,0,2
164080000,2,0,0,2
164100000,2,0,0,2
164120000,2,0,0,2
164140000,2,0,0,2
164160000,2,0,0,2
164180000,2,0,0,2
164200000,2,0,0,2
164220000,2,0,0,2
164240000,2,0,0,2
164260000,2,0,0,2
164280000,2,0,0,2
164300000,2,0,0,2
164320000,2,0,0,2
164340000,2,0,0,2
164360000,2,0,0,2
164380000,2,0,0,2
164400000,2,0,0,2
164420000,2,0,0,2
164440000,2,0,0,2
164460000,2,0,0,2
164480000,2,0,0,2
164500000,2,0,0,2
164520000,2,0,0,2
164540000,2,0,0,2
164560000,2,0,0,2
164580000,2,0,0,2
164600000,2,0,0,2
164620000,2,0,0,2
164640000,2,0,0,2
164660000,2,0,0,2
164680000,2,0,0,2
164700000,2,0,0,2
164720000,2,0,0,2
164740000,2,0,0,2
164760000,2,0,0,2
164780000,2,0,0,2
164800000,2,0,0,2
164820000,2,0,0,2
164840000,2,0,0,2
164860000,2,0,0,2
164880000,2,0,0,2
164900000,2,0,0,2
164920000,2,0,0,2
164940000,2,0,0,2
164960000,2,0,0,2
164980000,2,0,0,2
165000000,2,0,0,2
165020000,2,0,0,2
165040000,2,0,0,2
165060000,2,0,0,2
165080000,2,0,0,2
165100000,2,0,0,2
165120000,2,0,0,2
165140000,2,0,0,2
165160000,2,0,0,2
165180000,2,0,0,2
165200000,2,0,0,2
165220000,2,0,0,2
165240000,2,0,0,2
165260000,2,0,0,2
165280000,2,0,0,2
165300000,2,0,0,2
165320000,2,0,0,2
165340000,2,0,0,2
165360000,2,0,0,2
165380000,2,0,0,2
165400000,2,0,0,2
165420000,2,0,0,2
165440000,2,0,0,2
165460000,2,0,0,2
165480000,2,0,0,2
165500000,2,0,0,2
165520000,2,0,0,2
165540000,2,0,0,2
165560000,2,0,0,2
165580000,2,0,0,2
165600000,2,0,0,2
165620000,2,0,0,2
165640000,2,0,0,2
165660000,2,0,0,2
165680000,2,0,0,2
165700000,2,0,0,2
165720000,2,0,0,2
165740000,2,0,0,2
165760000,2,0,0,2
165780000,2,0,0,2
165800000,2,0,0,2
165820000,2,0,0,2
165840000,2,0,0,2
165860000,2,0,0,2
165880000,2,0,0,2
165900000,2,0,0,2
165920000,2,0,0,2
165940000,2,0,0,2
165960000,2,0,0,2
165980000,2,0,0,2
166000000,2,0,0,2
166020000,2,0,0,2
166040000,2,0,0,2
166060000,2,0,0,2
166080000,2,0,0,2
166100000,2,0,0,2
166120000,2,0,0,2
166140000,2,0,0,2
166160000,2,0,0,2
166180000,2,0,0,2
166200000,2,0,0,2
166220000,2,0,0,2
166240000,2,0,0,2
166260000,2,0,0,2
166280000,2,0,0,2
166300000,2,0,0,2
166320000,2,0,0,2
166340000,2,0,0,2
166360000,2,0,0,2
166380000,2,0,0,2
166400000,2,0,0,2
166420000,2,0,0,2
166440000,2,0,0,2
166460000,2,0,0,2
166480000,2,0,0,2
166500000,2,0,0,2
166520000,2,0,0,2
166540000,2,0,0,2
166560000,2,0,0,2
166580000,2,0,0,2
166600000,2,0,0,2
166620000,2,0,0,2
166640000,2,0,0,2
166660000,2,0,0,2
166680000,2,0,0,2
166700000,2,0,0,2
166720000,2,0,0,2
166740000,2,0,0,2
166760000,2,0,0,2
166780000,2,0,0,2
166800000,2,0,0,2
166820000,2,0,0,2
166840000,2,0,0,2
166860000,2,0,0,2
166880000,2,0,0,2
166900000,2,0,0,2
166920000,2,0,0,2
166940000,2,0,0,2
166960000,2,0,0,2
166980000,2,0,0,2
167000000,2,0,0,2
167020000,2,0,0,2
167040000,2,0,0,2
167060000,2,0,0,2
167080000,2,0,0,2
167100000,2,0,0,2
167120000,2,0,0,2
167140000,2,0,0,2
167160000,2,0,0,2
167180000,2,0,0,2
167200000,2,0,0,2
167220000,2,0,0,2
167240000,2,0,0,2
167260000,2,0,0,2
167280000,2,0,0,2
167300000,2,0,0,2
167320000,2,0,0,2
167340000,2,0,0,2
167360000,2,0,0,2
167380000,2,0,0,2
167400000,2,0,0,2
167420000,2,0,0,2
167440000,2,0,0,2
167460000,2,0,0,2
167480000,2,0,0,2
167500000,2,0,0,2
167520000,2,0,0,2
167540000,2,0,0,2
167560000,2,0,0,2
167580000,2,0,0,2
167600000,2,0,0,2
167620000,2,0,0,2
167640000,2,0,0,2
167660000,2,0,0,2
167680000,2,0,0,2
167700000,2,0,0,2
167720000,2,0,0,2
167740000,2,0,0,2
167760000,2,0,0,2
167780000,2,0,0,2
167800000,2,0,0,2
167820000,2,0,0,2
167840000,2,0,0,2
167860000,2,0,0,2
167880000,2,0,0,2
167900000,2,0,0,2
167920000,2,0,0,2
167940000,2,0,0,2
167960000,2,0,0,2
167980000,2,0,0,2
168000000,2,0,0,2
168020000,2,0,0,2
168040000,2,0,0,2
168060000,2,0,0,2
168080000,2,0,0,2
168100000,2,0,0,2
168120000,2,0,0,2
168140000,2,0,0,2
168160000,2,0,0,2
168180000,2,0,0,2
168200000,2,0,0,2
168220000,2,0,0,2
168240000,2,0,0,2
168260000,2,0,0,2
168280000,2,0,0,2
168300000,2,0,0,2
168320000,2,0,0,2
168340000,2,0,0,2
168360000,2,0,0,2
168380000,2,0,0,2
168400000,2,0,0,2
168420000,2,0,0,2
168440000,2,0,0,2
168460000,2,0,0,2
168480000,2,0,0,2
168500000,2,0,0,2
168520000,2,0,0,2
168540000,2,0,0,2
168560000,2,0,0,2
168580000,2,0,0,2
168600000,2,0,0,2
168620000,2,0,0,2
168640000,2,0,0,2
168660000,2,0,0,2
168680000,2,0,0,2
168700000,2,0,0,2
168720000,2,0,0,2
168740000,2,0,0,2
168760000,2,0,0,2
168780000,2,0,0,2
168800000,2,0,0,2
168820000,2,0,0,2
168840000,2,0,0,2
168860000,2,0,0,2
168880000,2,0,0,2
168900000,2,0,0,2
168920000,2,0,0,2
168940000,2,0,0,2
168960000,2,0,0,2
168980000,2,0,0,2
169000000,2,0,0,2
169020000,2,0,0,2
169040000,2,0,0,2
169060000,2,0,0,2
169080000,2,0,0,2
169100000,2,0,0,2
169120000,2,0,0,2
169140000,2,0,0,2
169160000,2,0,0,2
169180000,2,0,0,2
169200000,2,0,0,2
169220000,2,0,0,2
169240000,2,0,0,2
169260000,2,0,0,2
169280000,2,0,0,2
169300000,2,0,0,2
169320000,2,0,0,2
169340000,2,0,0,2
169360000,2,0,0,2
169380000,2,0,0,2
169400000,2,0,0,2
169420000,2,0,0,2
169440000,2,0,0,2
169460000,2,0,0,2
169480000,2,0,0,2
169500000,2,0,0,2
169520000,2,0,0,2
169540000,2,0,0,2
169560000,2,0,0,2
169580000,2,0,0,2
169600000,2,0,0,2
169620000,2,0,0,2
169640000,2,0,0,2
169660000,2,0,0,2
169680000,2,0,0,2
169700000,2,0,0,2
169720000,2,0,0,2
169740000,2,0,0,2
169760000,2,0,0,2
169780000,2,0,0,2
169800000,2,0,0,2
169820000,2,0,0,2
169840000,2,0,0,2
169860000,2,0,0,2
169880000,2,0,0,2
169900000,2,0,0,2
169920000,2,0,0,2
169940000,2,0,0,2
169960000,2,0,0,2
169980000,2,0,0,2
170000000,2,0,0,2
170020000,2,0,0,2
170040000,2,0,0,2
170060000,2,0,0,2
170080000,2,0,0,2
170100000,2,0,0,2
170120000,2,0,0,2
170140000,2,0,0,2
170160000,2,0,0,2
170180000,2,0,0,2
170200000,2,0,0,2
170220000,2,0,0,2
170240000,2,0,0,2
170260000,2,0,0,2
170280000,2,0,0,2
170300000,2,0,0,2
170320000,2,0,0,2
170340000,2,0,0,2
170360000,2,0,0,2
170380000,2,0,0,2
170400000,2,0,0,2
170420000,2,0,0,2
170440000,2,0,0,2
170460000,2,0,0,2
170480000,2,0,0,2
170500000,2,0,0,2
170520000,2,0,0,2
170540000,2,0,0,2
170560000,2,0,0,2
170580000,2,0,0,2
170600000,2,0,0,2
170620000,2,0,0,2
170640000,2,0,0,2
170660000,2,0,0,2
170680000,2,0,0,2
170700000,2,0,0,2
170720000,2,0,0,2
170740000,2,0,0,2
170760000,2,0,0,2
170780000,2,0,0,2
170800000,2,0,0,2
170820000,2,0,0,2
170840000,2,0,0,2
170860000,2,0,0,2
170880000,2,0,0,2
170900000,2,0,0,2
170920000,2,0,0,2
170940000,2,0,0,2
170960000,2,0,0,2
170980000,2,0,0,2
171000000,2,0,0,2
171020000,2,0,0,2
171040000,2,0,0,2
171060000,2,0,0,2
171080000,2,0,0,2
171100000,2,0,0,2
171120000,2,0,0,2
171140000,2,0,0,2
171160000,2,0,0,2
171180000,2,0,0,2
171200000,2,0,0,2
171220000,2,0,0,2
171240000,2,0,0,2
171260000,2,0,0,2
171280000,2,0,0,2
171300000,2,0,0,2
171320000,2,0,0,2
171340000,2,0,0,2
171360000,2,0,0,2
171380000,2,0,0,2
171400000,2,0,0,2
171420000,2,0,0,2
171440000,2,0,0,2
171460000,2,0,0,2
171480000,2,0,0,2
171500000,2,0,0,2
171520000,2,0,0,2
171540000,2,0,0,2
171560000,2,0,0,2
171580000,2,0,0,2
171600000,2,0,0,2
171620000,2,0,0,2
171640000,2,0,0,2
171660000,2,0,0,2
171680000,2,0,0,2
171700000,2,0,0,2
171720000,2,0,0,2
171740000,2,0,0,2
171760000,2,0,0,2
171780000,2,0,0,2
171800000,2,0,0,2
171820000,2,0,0,2
171840000,2,0,0,2
171860000,2,0,0,2
171880000,2,0,0,2
171900000,2,0,0,2
171920000,2,0,0,2
171940000,2,0,0,2
171960000,2,0,0,2
171980000,2,0,0,2
172000000,2,0,0,2
172020000,2,0,0,2
172040000,2,0,0,2
172060000,2,0,0,2
172080000,2,0,0,2
172100000,2,0,0,2
172120000,2,0,0,2
172140000,2,0,0,2
172160000,2,0,0,2
172180000,2,0,0,2
172200000,2,0,0,2
172220000,2,0,0,2
172240000,2,0,0,2
172260000,2,0,0,2
172280000,2,0,0,2
172300000,2,0,0,2
172320000,2,0,0,2
172340000,2,0,0,2
172360000,2,0,0,2
172380000,2,0,0,2
172400000,2,0,0,2
172420000,2,0,0,2
172440000,2,0,0,2
172460000,2,0,0,2
172480000,2,0,0,2
172500000,2,0,0,2
172520000,2,0,0,2
172540000,2,0,0,2
172560000,2,0,0,2
172580000,2,0,0,2
172600000,2,0,0,2
172620000,2,0,0,2
172640000,2,0,0,2
172660000,2,0,0,2
172680000,2,0,0,2
172700000,2,0,0,2
172720000,2,0,0,2
172740000,2,0,0,2
172760000,2,0,0,2
172780000,2,0,0,2
172800000,2,0,0,2
172820000,2,0,0,2
172840000,2,0,0,2
172860000,2,0,0,2
172880000,2,0,0,2
172900000,2,0,0,2
172920000,2,0,0,2
172940000,2,0,0,2
172960000,2,0,0,2
172980000,2,0,0,2
173000000,2,0,0,2
173020000,2,0,0,2
173040000,2,0,0,2
173060000,2,0,0,2
173080000,2,0,0,2
173100000,2,0,0,2
173120000,2,0,0,2
173140000,2,0,0,2
173160000,2,0,0,2
173180000,2,0,0,2
173200000,2,0,0,2
173220000,2,0,0,2
173240000,2,0,0,2
173260000,2,0,0,2
173280000,2,0,0,2
173300000,2,0,0,2
173320000,2,0,0,2
173340000,2,0,0,2
173360000,2,0,0,2
173380000,2,0,0,2
173400000,2,0,0,2
173420000,2,0,0,2
173440000,2,0,0,2
173460000,2,0,0,2
173480000,2,0,0,2
173500000,2,0,0,2
173520000,2,0,0,2
173540000,2,0,0,2
173560000,2,0,0,2
173580000,2,0,0,2
173600000,2,0,0,2
173620000,2,0,0,2
173640000,2,0,0,2
173660000,2,0,0,2
173680000,2,0,0,2
173700000,2,0,0,2
173720000,2,0,0,2
173740000,2,0,0,2
173760000,2,0,0,2
173780000,2,0,0,2
173800000,2,0,0,2
173820000,2,0,0,2
173840000,2,0,0,2
173860000,2,0,0,2
173880000,2,0,0,2
173900000,2,0,0,2
173920000,2,0,0,2
173940000,2,0,0,2
173960000,2,0,0,2
173980000,2,0,0,2
174000000,2,0,0,2
174020000,2,0,0,2
174040000,2,0,0,2
174060000,2,0,0,2
174080000,2,0,0,2
174100000,2,0,0,2
174120000,2,0,0,2
174140000,2,0,0,2
174160000,2,0,0,2
174180000,2,0,0,2
174200000,2,0,0,2
174220000,2,0,0,2
174240000,2,0,0,2
174260000,2,0,0,2
174280000,2,0,0,2
174300000,2,0,0,2
174320000,2,0,0,2
174340000,2,0,0,2
174360000,2,0,0,2
174380000,2,0,0,2
174400000,2,0,0,2
174420000,2,0,0,2
174440000,2,0,0,2
174460000,2,0,0,2
174480000,2,0,0,2
174500000,2,0,0,2
174520000,2,0,0,2
174540000,2,0,0,2
174560000,2,0,0,2
174580000,2,0,0,2
174600000,2,0,0,2
174620000,2,0,0,2
174640000,2,0,0,2
174660000,2,0,0,2
174680000,2,0,0,2
174700000,2,0,0,2
174720000,2,0,0,2
174740000,2,0,0,2
174760000,2,0,0,2
174780000,2,0,0,2
174800000,2,0,0,2
174820000,2,0,0,2
174840000,2,0,0,2
174860000,2,0,0,2
174880000,2,0,0,2
174900000,2,0,0,2
174920000,2,0,0,2
174940000,2,0,0,2
174960000,2,0,0,2
174980000,2,0,0,2
175000000,2,0,0,2
175020000,2,0,0,2
175040000,2,0,0,2
175060000,2,0,0,2
175080000,2,0,0,2
175100000,2,0,0,2
175120000,2,0,0,2
175140000,2,0,0,2
175160000,2,0,0,2
175180000,2,0,0,2
175200000,2,0,0,2
175220000,2,0,0,2
175240000,2,0,0,2
175260000,2,0,0,2
175280000,2,0,0,2
175300000,2,0,0,2
175320000,2,0,0,2
175340000,2,0,0,2
175360000,2,0,0,2
175380000,2,0,0,2
175400000,2,0,0,2
175420000,2,0,0,2
175440000,2,0,0,2
175460000,2,0,0,2
175480000,2,0,0,2
175500000,2,0,0,2
175520000,2,0,0,2
175540000,2,0,0,2
175560000,2,0,0,2
175580000,2,0,0,2
175600000,2,0,0,2
175620000,2,0,0,2
175640000,2,0,0,2
175660000,2,0,0,2
175680000,2,0,0,2
175700000,2,0,0,2
175720000,2,0,0,2
175740000,2,0,0,2
175760000,2,0,0,2
175780000,2,0,0,2
175800000,2,0,0,2
175820000,2,0,0,2
175840000,2,0,0,2
175860000,2,0,0,2
175880000,2,0,0,2
175900000,2,0,0,2
175920000,2,0,0,2
175940000,2,0,0,2
175960000,2,0,0,2
175980000,2,0,0,2
176000000,2,0,0,2
176020000,2,0,0,2
176040000,2,0,0,2
176060000,2,0,0,2
176080000,2,0,0,2
176100000,2,0,0,2
176120000,2,0,0,2
176140000,2,0,0,2
176160000,2,0,0,2
176180000,2,0,0,2
176200000,2,0,0,2
176220000,2,0,0,2
176240000,2,0,0,2
176260000,2,0,0,2
176280000,2,0,0,2
176300000,2,0,0,2
176320000,2,0,0,2
176340000,2,0,0,2
176360000,2,0,0,2
176380000,2,0,0,2
176400000,2,0,0,2
176420000,2,0,0,2
176440000,2,0,0,2
176460000,2,0,0,2
176480000,2,0,0,2
176500000,2,0,0,2
176520000,2,0,0,2
176540000,2,0,0,2
176560000,2,0,0,2
176580000,2,0,0,2
176600000,2,0,0,2
176620000,2,0,0,2
176640000,2,0,0,2
176660000,2,0,0,2
176680000,2,0,0,2
176700000,2,0,0,2
176720000,2,0,0,2
176740000,2,0,0,2
176760000,2,0,0,2
176780000,2,0,0,2
176800000,2,0,0,2
176820000,2,0,0,2
176840000,2,0,0,2
